song_id,entry_date,exit_date,days_on_playlist,best_rank,worst_rank,avg_rank,peak_popularity,avg_popularity
la vida sin ti_rels b & lia kali,2025-04-25,2025-04-27,3,15,26,19.333333333333332,73,67.0
la vuelta_feid,2024-12-02,2024-12-02,1,48,48,48.0,0,0.0
la última_quevedo,2025-02-03,2025-03-23,49,1,46,16.285714285714285,84,81.48979591836735
la_original.mp3_emilia,2024-11-04,2025-06-03,212,10,50,26.527093596059114,85,81.19704433497537
lady madrizzz_céro,2024-11-03,2025-03-02,120,8,50,27.596638655462186,79,73.84873949579831
laguna_mora,2024-08-30,2024-09-02,4,11,28,21.5,76,55.75
lala_myke towers,2024-06-29,2025-09-24,453,1,50,20.0,99,93.44694533762058
las babys_aitana,2024-06-09,2024-08-29,82,4,40,23.073170731707318,83,80.32926829268293
las bratz (remix)_aissa & jc reyes & saiko,2024-05-18,2024-05-27,10,44,49,46.9,76,76.0
last christmas - single version_wham!,2024-12-23,2024-12-27,5,4,49,19.0,89,89.0
latte (feat. maria becerra)_the academy: segunda misión & sech & dalex,2025-03-31,2025-03-31,1,43,43,43.0,53,53.0
let it snow! let it snow! let it snow! (with the b. swanson quartet)_frank sinatra,2024-12-25,2024-12-25,1,33,33,33.0,91,91.0
let it snow! let it snow! let it snow!_dean martin,2024-12-25,2024-12-27,3,15,27,23.0,95,95.0
like i can (feat. aitana)_sam smith & aitana,2025-08-10,2025-08-10,1,42,42,42.0,38,38.0
lo que no ves de mí_juanjo bona,2025-04-18,2025-04-18,1,38,38,38.0,69,69.0
lo que tiene_morad & beny jr & rvfv,2025-03-10,2025-11-23,259,5,50,25.62204724409449,82,77.51968503937007
lokita_mora,2024-08-30,2024-09-02,4,13,39,28.75,75,54.5
lollipop_darell,2024-10-02,2025-01-17,108,1,50,21.695238095238096,95,88.93333333333334
los del espacio_lit killah,2024-06-04,2025-02-16,258,2,50,21.56420233463035,95,88.86381322957199
los días contados_quevedo,2025-11-24,2025-11-27,4,4,6,5.25,70,67.5
los pits_bad bunny,2024-10-14,2024-10-20,7,20,50,33.857142857142854,85,70.14285714285714
los ángeles_aitana,2024-05-18,2024-08-05,80,20,47,34.1125,84,82.7375
luces de tecno_feid,2024-09-30,2025-02-03,127,7,50,32.145161290322584,82,78.66935483870968
